account.licenseNumber;account.name;listing.address.city;listing.address.country;listing.address.street;listing.title
normal;DELTACON LOCAÇÕES E CONDOMÍNIOS LTDA;Porto Alegre;BR;Rua Gonçalves Dias;Apartamento de 97 metros quadrados no bairro Menino Deus com 2 quartos
49700-F-RS;SILVEIRA - LOCAÇÃO E VENDA;Porto Alegre;BR;Rua São Josemaria Escriva;PORTO ALEGRE - Apartamento Padrão - Central Parque
17493-F-RJ;VALENTINO IMÓVEIS;Rio de Janeiro;BR;Rua dos Prazeres;Apartamento para aluguel com 50 metros quadrados com 2 quartos em Taquara - Rio de Janeiro - RJ
21703-J-RS;DLEGEND CONSULTORIA IMOBILIÁRIA;Porto Alegre;BR;normal;PORTO ALEGRE - Apartamento Padrão - Centro Histórico
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Caetano do Sul;BR;Rua General Osório;São Caetano do Sul - Apartamento Padrão - Santa Paula
22002-F-RS;PAESI IMÓVEIS LOCAÇÕES;Porto Alegre;BR;Avenida Plínio Brasil Milano;PORTO ALEGRE - Apartamento Padrão - HIGIENOPOLIS
normal;Abivel Imóveis;São Paulo;BR;Rua Carlos Weber;São Paulo - Apartamento Padrão - Vila Leopoldina
29896-J-SP;Eurico Negócios Imobiliários;Campinas;BR;Rua Gedeão Menegaldo;Valinhos - Apartamento Padrão - Residencial Colina Verde
031736-J-SP;Barão Imóveis  de Jundiaí Ltda;Jundiaí;BR;Rua do Retiro;Jundiaí - Apartamento Padrão - Vila das Hortências
005871-J-RJ;SRZ NEGÓCIOS IMOBILIÁRIOS;Rio de Janeiro;BR;Estrada dos Bandeirantes;Rio de Janeiro - Apartamento Padrão - Curicica
00039-J-RS;Credito Real Imóveis Aluguéis;Porto Alegre;BR;Rua Botafogo;Apartamento de 42 metros quadrados no bairro Menino Deus com 1 quarto
00390-J-SC;Ibagy Imóveis Ltda;Florianópolis;BR;Rua Brisamar;FLORIANóPOLIS - Apartamento Padrão - Ingleses do Rio Vermelho
18509-J-MG;Pietra Imóveis;Nova Lima;BR;Alameda do Morro;OPORTUNIDADE APARTAMENTO P/ALUGAR 80m²
25158-J-SP;B E G IMOVEIS;São Paulo;BR;Rua Alegria;São Paulo - Apartamento Padrão - Brás
03632-J-PR;Pedro Granado Imoveis;Maringá;BR;Rua Assaí;Maringá - Apartamento Padrao - Chácara Assaí
19340-J-SP;SPECIAL IMOVEIS TATUAPÉ;São Paulo;BR;Rua Vilela;São Paulo - Apartamento Padrão - Tatuapé
18591-J-SP;MORATTA - SAÚDE;São Paulo;BR;Rua Dias de Toledo;São Paulo - Apartamento Padrão - Saude
20189-J-SP;AE Patrimônio Consultores Imobiliários;Sorocaba;BR;Rua Aclimação;SOROCABA - Apartamento Padrão - Paulistano
03703-J-PR;Imobiliária Santamérica;Londrina;BR;Rua Oséias Furtoso;LONDRINA - Apartamento Padrão - Leonor
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Doutor Carlos Augusto de Campos;São Paulo - Apartamento Padrão - Santo Amaro
21243-J-SP;Proativa Consultoria Imobiliária;Santo André;BR;Alameda São Caetano;Santo André - Apartamento Padrão - Jardim
97833-J-SP;G2F Especialista em Imóveis;Valinhos;BR;normal;Valinhos - Apartamento Padrão - Loteamento Pedra Verde
10179-J-SP;PROVECTUM IMÓVEIS;Campinas;BR;Rua Vitoriano dos Anjos;Campinas - Apartamento Padrão - Ponte Preta
normal;Rede 10 Imoveis;Uberlândia;BR;normal;Apartamento de 60 metros quadrados no bairro Santa Mônica com 2 quartos
normal;Rede 10 Imoveis;Uberlândia;BR;normal;Apartamento de 60 metros quadrados no bairro Santa Mônica com 2 quartos
normal;Rede 10 Imoveis;Uberlândia;BR;normal;Apartamento de 60 metros quadrados no bairro Santa Mônica com 2 quartos
19340-J-SP;SPECIAL IMOVEIS TATUAPÉ;São Paulo;BR;Rua Pretória;São Paulo - Apartamento Padrão - Vila Formosa
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Maria Bucalém Haddad;São Paulo - Apartamento Padrão - Ipiranga
25156-J-SP;Marcio Cardoso;São José do Rio Preto;BR;Rua João Carlos Gonçalves;Apartamento com 2 dormitórios para alugar, 50 m² por 1.200,00/mês - Jardim Yolanda - São José do
25188-J-SP;Andrade & Menezes Negócios Imobiliários Ltda. Me;Ribeirão Preto;BR;Avenida Eduardo Andrea Matarazzo;Apartamento com 2 dormitórios para alugar, 42 m² por 750,00/mês - Ipiranga - Ribeirão Preto/SP
032704-J-SP;INTERVALE INTERMEDIACOES IMOBILIARIAS;Pindamonhangaba;BR;normal;APARTAMENTO RESIDENCIAL em PINDAMONHANGABA - SP, JARDIM ELOYNA
27274-J-SP;Espaço Haus Inteligência Imobiliária Ltda. ME;Indaiatuba;BR;normal;Indaiatuba - Apartamento Padrão - Cidade Nova I
22236-J-SP;LOCAL IMÓVEIS - ALTO DE PINHEIROS;São Paulo;BR;Rua Coelho de Carvalho;São Paulo - Apartamento Padrão - ALTO DA LAPA
normal;INL ADMINISTRAÇÃO DE BENS LTDA - ME;Guarulhos;BR;normal;Guarulhos - Apartamento Padrão - Jardim Flor da Montanha
19663-J-SP;NBI IMOVEIS;São José do Rio Preto;BR;Rua Imperial;SAO JOSE DO RIO PRETO - Apartamento Padrão - VILA IMPERIAL
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Vinte e Quatro de Maio;São Paulo - Apartamento Padrão - Centro
normal;Brognoli Digital;Florianópolis;BR;Rua Presidente Gama Rosa;FLORIANÓPOLIS - Apartamento Padrão - TRINDADE
24067-F-SP;Donizete Imóveis - Jardim;Santo André;BR;Rua Santo André;Santo André - Apartamento Padrão - Centro
004894-J-SP;Shangrilar S/S Ltda;São Bernardo do Campo;BR;Rua Oswald de Andrade;São Bernardo do Campo - Apartamento Padrão - Chácara Sergipe
32970-J-SP;Beatriz Penha;São José do Rio Preto;BR;Rua Patrícia Rodrigues Fontes;Apartamento com 2 dormitórios para alugar, 45 m² por 1.100/mês - Jardim Primavera - São José do R
006922-J-RJ;HOMES IMOBILIÁRIA;Nova Iguaçu;BR;Rua Governador Portela;Apartamento de 72 metros quadrados no bairro Centro com 2 quartos
14226-J-SP;LELLO IMÓVEIS JUNDIAI LOCAÇÃO;Jundiaí;BR;Rua do Retiro;Jundiaí - Apartamento Padrão - Vila Das Hortências
28731-J-SP;Lopes Fração Mooca;São Paulo;BR;Rua do Oratório;São Paulo - Apartamento Padrão - Alto da Mooca
111032-F-SP;Amerimoveis;Americana;BR;normal;Americana - Apartamento Padrão - São Manoel
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Gabriele D'Annunzio;São Paulo - Apartamento Padrão - Campo Belo
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Liestal;São Paulo - Apartamento Padrão - Mandaqui
30338-J-SP;PINHEIRO IMÓVEIS VENDAS ACESSORIA E ADMINISTRAÇÃO LTDA;São Bernardo do Campo;BR;Rua Cândido Portinari;SÃO BERNARDO DO CAMPO - Apartamento Padrão - RUDGE RAMOS
007341-J-RJ;WILC IMÓVEIS;Rio de Janeiro;BR;Rua Siqueira Campos;Rio de Janeiro - Apartamento Padrão - Copacabana
24055-J-SP;Exclusiva Consultoria Imobiliária Ltda;Paulínia;BR;normal;Paulínia - Apartamento Padrão - Jardim dos Calegaris
01873-J-MG;DELTA IMOVEIS E ADMINISTRACAO LIMITADA - EPP;Uberlândia;BR;normal;Uberlândia - Apartamento Padrão - Centro
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Porto Alegre;BR;Rua Santa Cecília;Porto Alegre - Apartamento Padrão - Rio Branco
09544-J-SP;IMOVEIS VILLANI;São José dos Campos;BR;Avenida Rui Barbosa;São José dos Campos - Apartamento Padrão - Santana
164873-F-SP;CREONE DA SILVA SOARES;Barueri;BR;Avenida Alphaville;Barueri - Apartamento Padrão - Empresarial 18 do Forte
02696-J-PR;PEREZ EMPREENDIMENTOS IMOBILIARIOS S/S LTDA;Londrina;BR;normal;Apartamento de 58 metros quadrados no bairro Champagnat com 3 quartos
20899-J-SP;CAMARGO PRIME IMOVEIS LTDA;São Paulo;BR;Rua Ministro Godói;São Paulo - Apartamento Padrão - Perdizes
09544-J-SP;IMOVEIS VILLANI;São José dos Campos;BR;Avenida Heitor Villa Lobos;São José dos Campos - Apartamento Padrão - Vila Ema
03366-J-MG;Valore Imóveis;Belo Horizonte;BR;Rua São Paulo;BELO HORIZONTE - Apartamento Padrão - Lourdes
22002-F-RS;PAESI IMÓVEIS LOCAÇÕES;Porto Alegre;BR;Avenida Benjamin Constant;PORTO ALEGRE - Apartamento Padrão - SAO JOAO
03984-J-MG;LIDER NEGÓCIOS IMOBILIÁRIOS;Uberlândia;BR;normal;Aluguel Apartamento Martins
111032-F-SP;Amerimoveis;Americana;BR;normal;Americana - Apartamento Padrão - Jardim Glória
24067-J-SP;Donizete Imóveis - Vl. Assunção;Santo André;BR;Rua Guilherme Marconi;Santo André - Apartamento Padrão - Vila Assunção
04208-J-PR;Opção Imóveis;Maringá;BR;Rua João Luiz Dias;Apartamento de 54 metros quadrados no bairro Parque Residencial Cidade Nova com 3 quartos
031683-F-RJ;Fernando Goulart;Rio de Janeiro;BR;Estrada dos Bandeirantes;Apartamento de 48 metros quadrados no bairro Jacarepaguá com 2 quartos
03564-J-PR;SERGIO LUIZ INTERMEDIACOES IMOBILIARIAS;Curitiba;BR;Rua Dom Alberto Gonçalves;Apartamento com 3 quartos para alugar por 1200.00, 144.95 m2 - BIGORRILHO - CURITIBA/PR
01350-J-RJ;SERGIO MENDES ASSESSORIA IMOBILIARIA LTDA - ME;Rio de Janeiro;BR;Rua Teixeira Franco;Rio de Janeiro - Apartamento Padrão - Ramos
03856-F-CE;CESAR REGO IMOVEIS;Fortaleza;BR;Rua Gonçalves Lêdo;Apartamento primeira locação , guarita, 03 quartos (sendo duas suítes uma reversível e uma suíte n
03856-F-CE;CESAR REGO IMOVEIS;Fortaleza;BR;Rua Gonçalves Lêdo;Excelentes unidades em diversos andares, 1º locação, novo, com guarita, salão de festas, 03 quartos
28914-J-SP;Zeloimóveis;Campinas;BR;Rua Antônio Cesarino;Campinas - Apartamento Padrão - Centro
022909-J-RJ;IMOBILIÁRIA MACAENSE - EMPREENDIMENTOS IMOBILIÁRIOS LTDA;Macaé;BR;Avenida Agenor Caldas;Apartamento na Imbetiba com 1 quarto
000358-J-RS;Porto do Sol Imoveis Ltda - Epp;Porto Alegre;BR;Rua Valparaíso;PORTO ALEGRE - Apartamento Padrão - JARDIM BOTANICO
111032-F-SP;Amerimoveis;Americana;BR;normal;Americana - Apartamento Padrão - Vila Nossa Senhora de Fátima
07302-J-RJ;LIDER IMOVEIS NEGOCIOS IMOBILIARIOS LTDA ME;São Pedro da Aldeia;BR;Rua Amélio Soares dos Santos;Apartamento de 60 metros quadrados no bairro Baixo Grande com 2 quartos
012480-J-SP;IMOBILIÁRIA BOM LAR;Limeira;BR;normal;Limeira - Apartamento Padrão - Jardim Olga Veroni
063421-F-RJ;Fábio Barcellos Gomes de Oliveira;Rio de Janeiro;BR;Rua Joaquim Nabuco;Apartamento de 234 metros quadrados no bairro Ipanema com 3 quartos
31833-J-SP;SÓLIDA IMÓVEIS JUNDIAÍ;Jundiaí;BR;normal;Jundiaí - Apartamento Padrão - Jardim Tamoio
00158-J-PR;APOLAR CENTRO LOCAÇÃO;Curitiba;BR;Rua José Fabiano Barcik;Curitiba - Apartamento Padrão - Cajuru
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Ourânia;São Paulo - Apartamento Padrão - Vila Madalena
35315-F-RS;IMOBILIÁRIA RODRIGUES;Portão;BR;normal;Portão - Apartamento Padrão - Centro
002153-J-RJ;ROCIS ADM DE IMOVEIS LTDA EPP;Rio de Janeiro;BR;Rua André Cavalcanti;Apartamento para aluguel tem 45 metros quadrados com 2 quartos em Centro - Rio de Janeiro - RJ
29801-J-SP;BDL SOLUCOES IMOBILIÁRIAS EIRELI  ME;Campinas;BR;Avenida Marechal Juarez Távora;Campinas - Apartamento Padrão - Jardim Campos Elíseos
8236-J-RJ;TERRAZO IMOVEIS;Teresópolis;BR;Rua Coronel Sílvio Lisboa da Cunha;Teresópolis - Apartamento Padrão - Taumaturgo
03751-J-PR;Basi Assessoria Imobiliária;Curitiba;BR;Avenida Sete de Setembro;Apartamento com 3 quartos para alugar por 2099.00, 167.46 m2 - BATEL - CURITIBA/PR
00762-J-SC;Cambirela Imóveis;São José;BR;Rua Antônio Scherer;São José - Apartamento Padrão - Kobrasol
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Toninhas;São Paulo - Apartamento Padrão - Vila Gea
06833-J-RJ;MCM ADMINISTRACAO DE IMOVEIS LTDA;Rio de Janeiro;BR;Rua Miguel Lemos;Apartamento de 131 metros quadrados no bairro Copacabana com 3 quartos
22301-J-RS;Justo Digital;São Leopoldo;BR;Rua Padre Luiz Gonzaga Jaeger;SÃO LEOPOLDO - Apartamento - CRISTO REI
normal;Tabosa e Bastos Corretagem e Consultoria Imobiliária;Fortaleza;BR;Rua Hugo Vítor;Fortaleza - Apartamento Padrão - Antônio Bezerra
187200-F-SP;Smart Imóveis Oeste;Barueri;BR;Rua Marte;Barueri - Apartamento Padrão - Jardim Tupanci
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Belo Horizonte;BR;Rua José Hemetério Andrade;Belo Horizonte - Apartamento Padrão - Buritis
02917-J-SP;Zylber Imobiliária;São Paulo;BR;Rua Newton Prado;São Paulo - Apartamento Padrão - Bom Retiro
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Florianópolis;BR;Rua Xiniquá;Florianópolis - Apartamento Padrão - Campeche
034105-J-SP;I.F.R ENGENHARIA E IMÓVEIS;Taubaté;BR;Avenida Charles Schnneider;Taubaté - Apartamento Padrão - Vila Edmundo
normal;LEONATO LIVIERO ADMINISTRACAO DE BENS LTDA;São Paulo;BR;normal;Apartamento de 60 metros quadrados no bairro Brás com 2 quartos
131313-J-SP;Live Here Serviços Imobiliários;São Carlos;BR;Rua Doutor Orlando Damiano;São Carlos - Padrão - Jardim Macarengo
04715-J-MG;Mateus Imóveis & Pessoas;Belo Horizonte;BR;Rua Magnólia;BELO HORIZONTE - Apartamento Padrão - Caiçara
28022-J-SP;MATTOS E TREVISAN IMOVEIS LTDA ME;Campinas;BR;normal;Apartamento de 55 metros quadrados no bairro Parque Prado com 2 quartos
105516-F-SP;EXEMPLAR IMÓVEIS;São Paulo;BR;Rua Voluntários da Pátria;São Paulo - Apartamento Padrão - Santana
23384-J-RS;Bisol Negócios Imobiliários Ltda ME;Porto Alegre;BR;Rua Doutor Campos Velho;Porto Alegre - Apartamento Padrão - Cristal
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Diadema;BR;Rua Bandeirantes;Diadema - Apartamento Padrão - Conceição
22850-J-RS;ALBERT PATRIMONIAL - ADMINISTRAÇÃO E LOCAÇÃO DE IMÓVEIS LTDA - ME;Porto Alegre;BR;Rua Comendador Albino Cunha;Apartamento de 78 metros quadrados no bairro Cristo Redentor com 2 quartos
043796-F-RJ;TCT IMÓVEIS;Rio de Janeiro;BR;Rua Professor Henrique Costa;Apartamento de 58 metros quadrados no bairro Pechincha com 2 quartos
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Conde de Itu;São Paulo - Apartamento Padrão - Santo Amaro
97833-J-SP;G2F Especialista em Imóveis;Valinhos;BR;normal;Valinhos - Apartamento Padrão - Loteamento Pedra Verde
normal;Rede 10 Imoveis;Uberlândia;BR;normal;Apartamento de 60 metros quadrados no bairro Santa Mônica com 2 quartos
normal;Rede 10 Imoveis;Uberlândia;BR;normal;Apartamento de 60 metros quadrados no bairro Santa Mônica com 2 quartos
normal;Rede 10 Imoveis;Uberlândia;BR;normal;Apartamento de 60 metros quadrados no bairro Santa Mônica com 2 quartos
normal;Rede 10 Imoveis;Uberlândia;BR;normal;Apartamento de 60 metros quadrados no bairro Santa Mônica com 2 quartos
normal;Rede 10 Imoveis;Uberlândia;BR;normal;Apartamento de 60 metros quadrados no bairro Santa Mônica com 2 quartos
004451-J-RJ;INTERATIVA CONSULTORIA E EMPREENDIMENTOS IMOBILIÁRIOS LTDA;Rio de Janeiro;BR;Rua Barão da Torre;Excelente localização em Ipanema - junto ao metrô
22823-F-MG;IMOB CONSULTORIA;Belo Horizonte;BR;Rua da Olaria;Belo Horizonte - Apartamento Padrão - Vera Cruz
00000-F-RJ;V2 Empreendimentos Imobiliários;Rio de Janeiro;BR;Rua Eulino Nogueira;Aluguel em Campo Grande apartamento de 3 quartos
08391-J-SP;Invest Negócios Imobiliários LTDA;São José dos Campos;BR;normal;São José dos Campos - Apartamento Padrão - Jardim Aquarius
normal;Rede 10 Imoveis;Uberlândia;BR;normal;Apartamento de 90 metros quadrados no bairro Cazeca com 3 quartos
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Avenida Napoleão;São Paulo - Apartamento Padrão - Vila Nova Savoia
33742-F-RJ;FOX HOME;Curitiba;BR;Rua Doutor Corrêa Coelho;Curitiba - Apartamento Padrão - Jardim Botânico
26331-J-SP;Texas Imobiliária;São Paulo;BR;normal;São Paulo - Apartamento Padrão - Vila Mafra
150036-J-SP;IMOVIT IMOBILIÁRIA LTDA;Campinas;BR;Avenida Washington Luís;Campinas - Apartamento Padrão - Vila Marieta
23205-J-RS;PERFIL IMÓVEIS;Porto Alegre;BR;Rua Vicente da Fontoura;PORTO ALEGRE - Apartamento Padrão - Rio Branco
49566-F-RJ;World Imóveis;Rio de Janeiro;BR;Rua Luiz Carlos Sarolli;Apartamento de 65 metros quadrados no bairro Recreio dos Bandeirantes com 2 quartos
42904-J-SP;NET OFFICE IMÓVEIS;São José dos Campos;BR;Rua Jordão Monteiro Ferreira;São José dos Campos - Apartamento Padrão - Jardim São Dimas
25188-J-SP;Andrade & Menezes Negócios Imobiliários Ltda. Me;Ribeirão Preto;BR;Rua Zilda de Souza Rizzi;Apartamento com 2 dormitórios para alugar, 48 m² por 650/mês - Jardim Interlagos - Ribeirão Preto
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Estrada Itaquera-Guaianazes;São Paulo - Apartamento Padrão - Itaquera
00037-J-SP;IMOBILIARIA DANELLI LTDA - EPP;Taubaté;BR;normal;Taubaté - Apartamento Padrão - Centro
22679-J-SP;Tessari Imóveis S/S Ltda;São José do Rio Preto;BR;normal;APARTAMENTO - PANORAMA CENTER
56738-F-SP;VERTICE - NEGOCIOS IMOBILIARIOS LTDA - ME;São José do Rio Preto;BR;normal;APARTAMENTO PARA LOCAÇÃO, REDENTORA, SÃO JOSÉ DO RIO PRETO, 2 DORMITÓRIOS, SUÍTE, SALA 2 AMBIENTES C
30338-J-SP;PINHEIRO IMÓVEIS VENDAS ACESSORIA E ADMINISTRAÇÃO LTDA;São Bernardo do Campo;BR;Avenida Dom Jaime de Barros Câmara;SÃO BERNARDO DO CAMPO - Apartamento Padrão - PLANALTO
23384-J-RS;Bisol Negócios Imobiliários Ltda ME;Porto Alegre;BR;Rua Vasco da Gama;Porto Alegre - Apartamento Padrão - Bom Fim
35315-F-RS;IMOBILIÁRIA RODRIGUES;São Leopoldo;BR;normal;São Leopoldo - Apartamento Padrão - Centro
14226-J-SP;LELLO IMÓVEIS JUNDIAI LOCAÇÃO;Jundiaí;BR;Avenida Fernando Arens;Jundiaí - Apartamento Padrão - Vila Arens Ii
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Avenida Santa Catarina;São Paulo - Apartamento Padrão - Vila Mascote
normal;Rede 10 Imoveis;Uberlândia;BR;normal;Apartamento de 48 metros quadrados no bairro Shopping Park com 2 quartos
01873-J-MG;DELTA IMOVEIS E ADMINISTRACAO LIMITADA - EPP;Uberlândia;BR;normal;Uberlândia - Apartamento Padrão - Copacabana
03009-J-MG;BEAGA EMPRENDIMENTOS;Belo Horizonte;BR;Rua Espírito Santo;BELO HORIZONTE - Apartamento Padrao - LOURDES
normal;JUDICE & ARAUJO IMOVEIS;Rio de Janeiro;BR;Avenida Lúcio Costa;Apartamento de 66 metros quadrados no bairro Barra da Tijuca com 1 quarto
01430-J-SP;ANAUATE ASSESSORIA EM IMOVEIS;São Paulo;BR;Rua Oscar Freire;São Paulo - Apartamento Padrão - CERQUEIRA CÉSAR
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Rio de Janeiro;BR;Rua São Gabriel;Rio de Janeiro - Apartamento Padrão - Cachambi
2156-J-BA;PDV Imobiliária;Salvador;BR;Avenida Alphaville;Apartamento em Salvador - Alphaville I
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Jundiaí;BR;Avenida das Indústrias;Jundiaí - Apartamento Padrão - Distrito Industrial
18205-J-SP;M&M Administração de Bens S/S Ltda;São Bernardo do Campo;BR;normal;São Bernardo do Campo - Apartamento Padrão - Ferrazópolis
04500-J-PR;BAGGIO IMÓVEIS;Curitiba;BR;Avenida Sete de Setembro;CURITIBA - Apartamento Padrão - Centro
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Brasília;BR;Rua 4A Área Especial 1;Brasília - Apartamento Padrão - Vicente Pires I
normal;Imovelbrasil;Rio de Janeiro;BR;Rua Djalma Ulrich;Apartamento de 95 metros quadrados no bairro Copacabana com 3 quartos
04576-J-RJ;REDEPLAN IMÓVEIS;Volta Redonda;BR;Rua José Augusto de Araújo;VOLTA REDONDA - Apartamento Padrão - Aterrado
105516-F-SP;EXEMPLAR IMÓVEIS;São Paulo;BR;Avenida Marechal Eurico Gaspar Dutra;São Paulo - Apartamento Padrão - Santana
23384-J-RS;Bisol Negócios Imobiliários Ltda ME;Porto Alegre;BR;Rua Irmão Norberto Francisco Rauch;Porto Alegre - Apartamento Padrão - Jardim Carvalho
004772-J-RJ;IMOBILIARIA FERNANDO & FERNANDES LTDA;Rio de Janeiro;BR;Rua Catulo Cearense;Apartamento de 80 metros quadrados no bairro Engenho de Dentro com 2 quartos
08391-J-SP;Invest Negócios Imobiliários LTDA;São José dos Campos;BR;normal;São José dos Campos - Apartamento Padrão - Jardim Satélite
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Maria Antônia;São Paulo - Apartamento Padrão - Santa Cecília
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Professor Brito Machado;São Paulo - Apartamento Padrão - Itaquera
73248-F-RJ;Meta Macaé Imóveis;Macaé;BR;Avenida Atlântica;Macaé - Apartamento Padrão - Cavaleiros
25038-J-SP;Lopes Vitória Garden;São Paulo;BR;Rua Hortolândia;São Paulo - Apartamento Padrão - PIRITUBA
26185-J-SP;Salu Imóveis;Sorocaba;BR;Rua Antonio Perez Hernandez;Sorocaba - Apartamento Padrão - Parque Campolim
49700-F-RS;SILVEIRA - LOCAÇÃO E VENDA;Porto Alegre;BR;Rua Attílio Bilibio;PORTO ALEGRE - Apartamento Padrão - Jardim Carvalho
14226-J-SP;LELLO IMÓVEIS JUNDIAI LOCAÇÃO;Jundiaí;BR;Rua Aristarco Nogueira;Jundiaí - Apartamento Padrão - Jardim Merci Ii
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Belo Horizonte;BR;Rua Costa Senna;Belo Horizonte - Apartamento Padrão - Padre Eustáquio
02139-J-MG;RC Nunes Locação;Belo Horizonte;BR;Rua Santa Marta;Belo Horizonte - Apartamento Padrão - Sagrada Família
22301-J-RS;Justo Digital;São Leopoldo;BR;Rua Eugênio Berger;SÃO LEOPOLDO - Apartamento - SCHARLAU
33739-F-RS;Boletto Imóveis;Porto Alegre;BR;Rua Valdir Antônio Lopes;Porto Alegre - Apartamento Padrão - Três Figueiras
15974-J-SP;CHIMINAZZO IMÓVEIS;Campinas;BR;Rua Doutor Emílio Ribas;Campinas - Apartamento Padrão - CAMBUI
012480-J-SP;IMOBILIÁRIA BOM LAR;Limeira;BR;normal;Limeira - Apartamento Padrão - COND ANHANGUERA
02724-J-PR;PONTO MIL IMOVEIS;Curitiba;BR;Rua Ângelo Domingos Durigan;Apartamento de 45 metros quadrados no bairro Santa Felicidade com 2 quartos
normal;ALESSANDRA MARIA CAMPOS DE SOUZA FREITAS;Rio de Janeiro;BR;Rua Lourenço Ribeiro;Excelente Apartamento 2 quartos, 59m², próximo metrô Maria da Graça, 1 vaga
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Osasco;BR;Rua Deodate Pereira Rezende;Osasco - Apartamento Padrão - Jaguaribe
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;Guarulhos;BR;Rua Poeta Castro Alves;Guarulhos - Apartamento Padrão - Vila Miriam
03856-F-CE;CESAR REGO IMOVEIS;Fortaleza;BR;Rua Joaquim Sá;APTO para alugar na cidade de FORTALEZA-CE
03856-F-CE;CESAR REGO IMOVEIS;Fortaleza;BR;Rua Joaquim Sá;APTO para alugar na cidade de FORTALEZA-CE
23706-J-SP;VLZ Imóveis Ltda;São Paulo;BR;Rua Baltazar Lisboa;São Paulo - Apartamento Padrão - Vila Mariana
22671-J-SP;BONON e AMARAL IMÓVEIS;Campinas;BR;Rua Antônio Pinto de Moraes;Campinas - Apartamento Padrão - Vila Anhangüera
05750-J-PE;TRUE DESENVOLVIMENTO IMOBILIARIO LTDA - ME;Recife;BR;Rua Vicente Zírpoli;Apartamento com 2 dormitórios para alugar, 52 m² por 2.100/mês - Caxangá - Recife/PE
00037-J-SP;IMOBILIARIA DANELLI LTDA - EPP;Taubaté;BR;normal;Taubaté - Apartamento Padrão - Esplanada Independência
normal;JALES IMOVEIS LTDA;São José do Rio Preto;BR;normal;Apartamento com 3 dormitórios para alugar, 180 m² por 2.500/mês - Vila Imperial - São José do Rio
20594-J-SP;FAMILIA IMOVEIS CONSULTORIA;Santos;BR;Rua Joaquim Távora;Santos - Apartamento Padrão - Marapé
35350-F-RS;ROBERTO CARVALHO NOGUEIRA;Porto Alegre;BR;Rua General Rondon;Apartamento de 55 metros quadrados no bairro Tristeza com 2 quartos
22850-J-RS;ALBERT PATRIMONIAL - ADMINISTRAÇÃO E LOCAÇÃO DE IMÓVEIS LTDA - ME;Porto Alegre;BR;Avenida Ipiranga;PORTO ALEGRE - Apartamento Padrão - JARDIM DO SALSO
normal;Rede 10 Imoveis;Uberlândia;BR;normal;Apartamento de 65 metros quadrados no bairro Santa Mônica com 2 quartos
normal;AM Cardoso Imóveis;Porto Alegre;BR;Rua Maracaibo;Apartamento de 38 metros quadrados no bairro Jardim Itu com 1 quarto
012480-J-SP;IMOBILIÁRIA BOM LAR;Limeira;BR;normal;Limeira - Apartamento Padrão - Jardim Parque Novo Mundo
24344-J-SP;QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA;São Paulo;BR;Rua Bruxelas;São Paulo - Apartamento Padrão - Sumaré
04177-J-PR;Imobiliaria Prates LTDA;Curitiba;BR;Rua Jovino do Rosário;CURITIBA - Apartamento Padrão - Boa Vista
